timestamp_utc,bruto,rms,raw_line
2025-11-14T18:23:04.701427+00:00,,,1.60
2025-11-14T18:23:16.236373+00:00,-1,88.45,-1	88.45
2025-11-14T18:23:16.248606+00:00,-15,88.16,-15	88.16
2025-11-14T18:23:16.260834+00:00,-4,88.16,-4	88.16
2025-11-14T18:23:16.269053+00:00,1,88.04,1	88.04
2025-11-14T18:23:16.281412+00:00,-12,86.78,-12	86.78
2025-11-14T18:23:16.289677+00:00,0,85.22,0	85.22
2025-11-14T18:23:16.297880+00:00,-2,84.09,-2	84.09
2025-11-14T18:23:16.310147+00:00,-7,81.17,-7	81.17
2025-11-14T18:23:16.318494+00:00,8,81.17,8	81.17
2025-11-14T18:23:16.330704+00:00,-8,77.57,-8	77.57
